LENGHT,NUMBEROFSAMPLES,ROC_AUC_SCORE,DatasetName,MemberFunction,LossFunction
1,228.0,0.1296738879037854,bpic2011_f1,Bell,BCE
2,225.0,0.1278710597180421,bpic2011_f1,Bell,BCE
3,216.0,0.124110434708051,bpic2011_f1,Bell,BCE
4,211.0,0.1181254493170381,bpic2011_f1,Bell,BCE
5,205.0,0.1317470913599084,bpic2011_f1,Bell,BCE
6,199.0,0.1207334416903697,bpic2011_f1,Bell,BCE
7,198.0,0.1248974569319113,bpic2011_f1,Bell,BCE
8,196.0,0.1438679245283018,bpic2011_f1,Bell,BCE
9,195.0,0.1372486772486772,bpic2011_f1,Bell,BCE
10,195.0,0.1443915343915344,bpic2011_f1,Bell,BCE
11,193.0,0.1189393939393939,bpic2011_f1,Bell,BCE
12,193.0,0.1250541125541125,bpic2011_f1,Bell,BCE
13,192.0,0.1255062944718117,bpic2011_f1,Bell,BCE
14,191.0,0.1103543743078626,bpic2011_f1,Bell,BCE
15,191.0,0.105813953488372,bpic2011_f1,Bell,BCE
16,191.0,0.1309523809523809,bpic2011_f1,Bell,BCE
17,190.0,0.1164467799642218,bpic2011_f1,Bell,BCE
18,190.0,0.1328264758497316,bpic2011_f1,Bell,BCE
19,189.0,0.1037895927601809,bpic2011_f1,Bell,BCE
20,187.0,0.1142445213379469,bpic2011_f1,Bell,BCE
21,185.0,0.0994705882352941,bpic2011_f1,Bell,BCE
22,179.0,0.1035087719298245,bpic2011_f1,Bell,BCE
23,176.0,0.1259057971014492,bpic2011_f1,Bell,BCE
24,173.0,0.100521669341894,bpic2011_f1,Bell,BCE
25,155.0,0.1314553990610328,bpic2011_f1,Bell,BCE
26,134.0,0.1370238095238095,bpic2011_f1,Bell,BCE
27,112.0,0.1246364769422517,bpic2011_f1,Bell,BCE
28,106.0,0.1049288617886178,bpic2011_f1,Bell,BCE
29,97.0,0.1369598765432099,bpic2011_f1,Bell,BCE
30,92.0,0.1195286195286195,bpic2011_f1,Bell,BCE
31,90.0,0.113125,bpic2011_f1,Bell,BCE
32,86.0,0.1515151515151515,bpic2011_f1,Bell,BCE
33,86.0,0.0663780663780663,bpic2011_f1,Bell,BCE
34,83.0,0.244360902255639,bpic2011_f1,Bell,BCE
35,81.0,0.1513157894736842,bpic2011_f1,Bell,BCE
36,79.0,0.1405405405405405,bpic2011_f1,Bell,BCE
1,228.0,0.8943026751985198,bpic2011_f1,Bell,CrossEntropy
2,225.0,0.9007603358149848,bpic2011_f1,Bell,CrossEntropy
3,216.0,0.9031124067564092,bpic2011_f1,Bell,CrossEntropy
4,211.0,0.8988138030194104,bpic2011_f1,Bell,CrossEntropy
5,205.0,0.901964524127408,bpic2011_f1,Bell,CrossEntropy
6,199.0,0.8956724908573751,bpic2011_f1,Bell,CrossEntropy
7,198.0,0.8978671041837573,bpic2011_f1,Bell,CrossEntropy
8,196.0,0.9374213836477988,bpic2011_f1,Bell,CrossEntropy
9,195.0,0.965925925925926,bpic2011_f1,Bell,CrossEntropy
10,195.0,0.9708994708994708,bpic2011_f1,Bell,CrossEntropy
11,193.0,0.9753246753246751,bpic2011_f1,Bell,CrossEntropy
12,193.0,0.976948051948052,bpic2011_f1,Bell,CrossEntropy
13,192.0,0.9811713191023536,bpic2011_f1,Bell,CrossEntropy
14,191.0,0.9846068660022148,bpic2011_f1,Bell,CrossEntropy
15,191.0,0.9846068660022148,bpic2011_f1,Bell,CrossEntropy
16,191.0,0.987153931339978,bpic2011_f1,Bell,CrossEntropy
17,190.0,0.987030411449016,bpic2011_f1,Bell,CrossEntropy
18,190.0,0.9903846153846154,bpic2011_f1,Bell,CrossEntropy
19,189.0,0.9911764705882352,bpic2011_f1,Bell,CrossEntropy
20,187.0,0.9910034602076124,bpic2011_f1,Bell,CrossEntropy
21,185.0,0.9908235294117648,bpic2011_f1,Bell,CrossEntropy
22,179.0,0.9909774436090224,bpic2011_f1,Bell,CrossEntropy
23,176.0,0.9906832298136644,bpic2011_f1,Bell,CrossEntropy
24,173.0,0.9954521134296416,bpic2011_f1,Bell,CrossEntropy
25,155.0,0.9942991281019452,bpic2011_f1,Bell,CrossEntropy
26,134.0,0.9952380952380953,bpic2011_f1,Bell,CrossEntropy
27,112.0,0.9929372663066058,bpic2011_f1,Bell,CrossEntropy
28,106.0,0.9928861788617886,bpic2011_f1,Bell,CrossEntropy
29,97.0,0.9915123456790124,bpic2011_f1,Bell,CrossEntropy
30,92.0,0.9876543209876544,bpic2011_f1,Bell,CrossEntropy
31,90.0,0.9875,bpic2011_f1,Bell,CrossEntropy
32,86.0,0.9898989898989898,bpic2011_f1,Bell,CrossEntropy
33,86.0,0.9898989898989898,bpic2011_f1,Bell,CrossEntropy
34,83.0,0.986842105263158,bpic2011_f1,Bell,CrossEntropy
35,81.0,0.9815789473684212,bpic2011_f1,Bell,CrossEntropy
36,79.0,0.981081081081081,bpic2011_f1,Bell,CrossEntropy
1,228.0,0.8983116182252717,bpic2011_f1,Bell,L1
2,225.0,0.9011563440519562,bpic2011_f1,Bell,L1
3,216.0,0.9023407356597788,bpic2011_f1,Bell,L1
4,211.0,0.898274622573688,bpic2011_f1,Bell,L1
5,205.0,0.9013923326339882,bpic2011_f1,Bell,L1
6,199.0,0.89496139780577,bpic2011_f1,Bell,L1
7,198.0,0.8972518457752257,bpic2011_f1,Bell,L1
8,196.0,0.9346960167714884,bpic2011_f1,Bell,L1
9,195.0,0.9651851851851851,bpic2011_f1,Bell,L1
10,195.0,0.97005291005291,bpic2011_f1,Bell,L1
11,193.0,0.9747835497835498,bpic2011_f1,Bell,L1
12,193.0,0.9762987012987012,bpic2011_f1,Bell,L1
13,192.0,0.9809523809523808,bpic2011_f1,Bell,L1
14,191.0,0.9844961240310076,bpic2011_f1,Bell,L1
15,191.0,0.9844961240310076,bpic2011_f1,Bell,L1
16,191.0,0.9870431893687708,bpic2011_f1,Bell,L1
17,190.0,0.9869186046511628,bpic2011_f1,Bell,L1
18,190.0,0.990272808586762,bpic2011_f1,Bell,L1
19,189.0,0.9911764705882352,bpic2011_f1,Bell,L1
20,187.0,0.9910034602076124,bpic2011_f1,Bell,L1
21,185.0,0.9908235294117648,bpic2011_f1,Bell,L1
22,179.0,0.9909774436090224,bpic2011_f1,Bell,L1
23,176.0,0.9906832298136644,bpic2011_f1,Bell,L1
24,173.0,0.9957196361690744,bpic2011_f1,Bell,L1
25,155.0,0.994634473507713,bpic2011_f1,Bell,L1
26,134.0,0.9947619047619048,bpic2011_f1,Bell,L1
27,112.0,0.992106356460324,bpic2011_f1,Bell,L1
28,106.0,0.991869918699187,bpic2011_f1,Bell,L1
29,97.0,0.9915123456790124,bpic2011_f1,Bell,L1
30,92.0,0.9876543209876544,bpic2011_f1,Bell,L1
31,90.0,0.9875,bpic2011_f1,Bell,L1
32,86.0,0.9898989898989898,bpic2011_f1,Bell,L1
33,86.0,0.9898989898989898,bpic2011_f1,Bell,L1
34,83.0,0.986842105263158,bpic2011_f1,Bell,L1
35,81.0,0.9815789473684212,bpic2011_f1,Bell,L1
36,79.0,0.981081081081081,bpic2011_f1,Bell,L1
1,228.0,0.9247552231901937,bpic2011_f1,Bell,SmoothL1
2,225.0,0.9303817519404404,bpic2011_f1,Bell,SmoothL1
3,216.0,0.9260053159564434,bpic2011_f1,Bell,SmoothL1
4,211.0,0.9234363767074047,bpic2011_f1,Bell,SmoothL1
5,205.0,0.9198931909212282,bpic2011_f1,Bell,SmoothL1
6,199.0,0.9156846810239742,bpic2011_f1,Bell,SmoothL1
7,198.0,0.9237079573420836,bpic2011_f1,Bell,SmoothL1
8,196.0,0.9227463312368972,bpic2011_f1,Bell,SmoothL1
9,195.0,0.9315343915343915,bpic2011_f1,Bell,SmoothL1
10,195.0,0.9315343915343915,bpic2011_f1,Bell,SmoothL1
11,193.0,0.9403679653679654,bpic2011_f1,Bell,SmoothL1
12,193.0,0.9403679653679654,bpic2011_f1,Bell,SmoothL1
13,192.0,0.9420908593322386,bpic2011_f1,Bell,SmoothL1
14,191.0,0.9483942414174972,bpic2011_f1,Bell,SmoothL1
15,191.0,0.9483942414174972,bpic2011_f1,Bell,SmoothL1
16,191.0,0.9483942414174972,bpic2011_f1,Bell,SmoothL1
17,190.0,0.9485688729874776,bpic2011_f1,Bell,SmoothL1
18,190.0,0.948680679785331,bpic2011_f1,Bell,SmoothL1
19,189.0,0.9562217194570136,bpic2011_f1,Bell,SmoothL1
20,187.0,0.9562860438292964,bpic2011_f1,Bell,SmoothL1
21,185.0,0.9562352941176472,bpic2011_f1,Bell,SmoothL1
22,179.0,0.962406015037594,bpic2011_f1,Bell,SmoothL1
23,176.0,0.9631211180124224,bpic2011_f1,Bell,SmoothL1
24,173.0,0.9632156233279828,bpic2011_f1,Bell,SmoothL1
25,155.0,0.9589201877934272,bpic2011_f1,Bell,SmoothL1
26,134.0,0.9495238095238094,bpic2011_f1,Bell,SmoothL1
27,112.0,0.9414208558371416,bpic2011_f1,Bell,SmoothL1
28,106.0,0.943089430894309,bpic2011_f1,Bell,SmoothL1
29,97.0,0.9282407407407408,bpic2011_f1,Bell,SmoothL1
30,92.0,0.9001122334455669,bpic2011_f1,Bell,SmoothL1
31,90.0,0.905,bpic2011_f1,Bell,SmoothL1
32,86.0,0.9321789321789322,bpic2011_f1,Bell,SmoothL1
33,86.0,0.9321789321789322,bpic2011_f1,Bell,SmoothL1
34,83.0,0.9304511278195488,bpic2011_f1,Bell,SmoothL1
35,81.0,0.918421052631579,bpic2011_f1,Bell,SmoothL1
36,79.0,0.9324324324324323,bpic2011_f1,Bell,SmoothL1
1,228.0,0.89453396037314,bpic2011_f1,DSigmoid,CrossEntropy
2,225.0,0.896325043560906,bpic2011_f1,DSigmoid,CrossEntropy
3,216.0,0.8889651033181857,bpic2011_f1,DSigmoid,CrossEntropy
4,211.0,0.884705248023005,bpic2011_f1,DSigmoid,CrossEntropy
5,205.0,0.8788861338928095,bpic2011_f1,DSigmoid,CrossEntropy
6,199.0,0.8721048354327509,bpic2011_f1,DSigmoid,CrossEntropy
7,198.0,0.8777686628383922,bpic2011_f1,DSigmoid,CrossEntropy
8,196.0,0.8756813417190774,bpic2011_f1,DSigmoid,CrossEntropy
9,195.0,0.8835978835978836,bpic2011_f1,DSigmoid,CrossEntropy
10,195.0,0.8838095238095238,bpic2011_f1,DSigmoid,CrossEntropy
11,193.0,0.8906926406926408,bpic2011_f1,DSigmoid,CrossEntropy
12,193.0,0.8906926406926408,bpic2011_f1,DSigmoid,CrossEntropy
13,192.0,0.8939244663382595,bpic2011_f1,DSigmoid,CrossEntropy
14,191.0,0.9000000000000001,bpic2011_f1,DSigmoid,CrossEntropy
15,191.0,0.9000000000000001,bpic2011_f1,DSigmoid,CrossEntropy
16,191.0,0.9000000000000001,bpic2011_f1,DSigmoid,CrossEntropy
17,190.0,0.9008273703041144,bpic2011_f1,DSigmoid,CrossEntropy
18,190.0,0.9008273703041144,bpic2011_f1,DSigmoid,CrossEntropy
19,189.0,0.9062217194570136,bpic2011_f1,DSigmoid,CrossEntropy
20,187.0,0.9077277970011536,bpic2011_f1,DSigmoid,CrossEntropy
21,185.0,0.9076470588235296,bpic2011_f1,DSigmoid,CrossEntropy
22,179.0,0.9144110275689225,bpic2011_f1,DSigmoid,CrossEntropy
23,176.0,0.9173136645962732,bpic2011_f1,DSigmoid,CrossEntropy
24,173.0,0.9178705189941144,bpic2011_f1,DSigmoid,CrossEntropy
25,155.0,0.9138162307176392,bpic2011_f1,DSigmoid,CrossEntropy
26,134.0,0.9164285714285716,bpic2011_f1,DSigmoid,CrossEntropy
27,112.0,0.9135853759867054,bpic2011_f1,DSigmoid,CrossEntropy
28,106.0,0.9181910569105692,bpic2011_f1,DSigmoid,CrossEntropy
29,97.0,0.9151234567901234,bpic2011_f1,DSigmoid,CrossEntropy
30,92.0,0.898989898989899,bpic2011_f1,DSigmoid,CrossEntropy
31,90.0,0.90375,bpic2011_f1,DSigmoid,CrossEntropy
32,86.0,0.9292929292929292,bpic2011_f1,DSigmoid,CrossEntropy
33,86.0,0.9292929292929292,bpic2011_f1,DSigmoid,CrossEntropy
34,83.0,0.924812030075188,bpic2011_f1,DSigmoid,CrossEntropy
35,81.0,0.8973684210526316,bpic2011_f1,DSigmoid,CrossEntropy
36,79.0,0.9216216216216216,bpic2011_f1,DSigmoid,CrossEntropy
1,228.0,0.8187495181558861,bpic2011_f1,DSigmoid,L1
2,225.0,0.8172817994614288,bpic2011_f1,DSigmoid,L1
3,216.0,0.8179713624281917,bpic2011_f1,DSigmoid,L1
4,211.0,0.8189252336448598,bpic2011_f1,DSigmoid,L1
5,205.0,0.8166126263589547,bpic2011_f1,DSigmoid,L1
6,199.0,0.808512799674929,bpic2011_f1,DSigmoid,L1
7,198.0,0.8165504511894996,bpic2011_f1,DSigmoid,L1
8,196.0,0.8550314465408804,bpic2011_f1,DSigmoid,L1
9,195.0,0.907830687830688,bpic2011_f1,DSigmoid,L1
10,195.0,0.9122751322751323,bpic2011_f1,DSigmoid,L1
11,193.0,0.9156926406926408,bpic2011_f1,DSigmoid,L1
12,193.0,0.9166666666666669,bpic2011_f1,DSigmoid,L1
13,192.0,0.9234811165845648,bpic2011_f1,DSigmoid,L1
14,191.0,0.9294573643410852,bpic2011_f1,DSigmoid,L1
15,191.0,0.9294573643410852,bpic2011_f1,DSigmoid,L1
16,191.0,0.93156146179402,bpic2011_f1,DSigmoid,L1
17,190.0,0.9317978533094812,bpic2011_f1,DSigmoid,L1
18,190.0,0.9344812164579606,bpic2011_f1,DSigmoid,L1
19,189.0,0.9377828054298644,bpic2011_f1,DSigmoid,L1
20,187.0,0.9392156862745098,bpic2011_f1,DSigmoid,L1
21,185.0,0.939529411764706,bpic2011_f1,DSigmoid,L1
22,179.0,0.9441102756892232,bpic2011_f1,DSigmoid,L1
23,176.0,0.9452639751552796,bpic2011_f1,DSigmoid,L1
24,173.0,0.9493044408774748,bpic2011_f1,DSigmoid,L1
25,155.0,0.9455063715627096,bpic2011_f1,DSigmoid,L1
26,134.0,0.948095238095238,bpic2011_f1,DSigmoid,L1
27,112.0,0.9547154133776484,bpic2011_f1,DSigmoid,L1
28,106.0,0.9613821138211384,bpic2011_f1,DSigmoid,L1
29,97.0,0.9660493827160496,bpic2011_f1,DSigmoid,L1
30,92.0,0.9607182940516276,bpic2011_f1,DSigmoid,L1
31,90.0,0.9625,bpic2011_f1,DSigmoid,L1
32,86.0,0.9725829725829728,bpic2011_f1,DSigmoid,L1
33,86.0,0.9725829725829728,bpic2011_f1,DSigmoid,L1
34,83.0,0.9680451127819548,bpic2011_f1,DSigmoid,L1
35,81.0,0.9552631578947368,bpic2011_f1,DSigmoid,L1
36,79.0,0.9594594594594594,bpic2011_f1,DSigmoid,L1
1,228.0,0.8532110091743119,bpic2011_f1,DSigmoid,SmoothL1
2,225.0,0.8626643434183431,bpic2011_f1,DSigmoid,SmoothL1
3,216.0,0.8565549172597102,bpic2011_f1,DSigmoid,SmoothL1
4,211.0,0.8505571531272466,bpic2011_f1,DSigmoid,SmoothL1
5,205.0,0.8456990272744611,bpic2011_f1,DSigmoid,SmoothL1
6,199.0,0.8359406745225517,bpic2011_f1,DSigmoid,SmoothL1
7,198.0,0.8437243642329779,bpic2011_f1,DSigmoid,SmoothL1
8,196.0,0.90041928721174,bpic2011_f1,DSigmoid,SmoothL1
9,195.0,0.9388359788359788,bpic2011_f1,DSigmoid,SmoothL1
10,195.0,0.9414814814814816,bpic2011_f1,DSigmoid,SmoothL1
11,193.0,0.9433982683982683,bpic2011_f1,DSigmoid,SmoothL1
12,193.0,0.944047619047619,bpic2011_f1,DSigmoid,SmoothL1
13,192.0,0.9469074986316366,bpic2011_f1,DSigmoid,SmoothL1
14,191.0,0.9491694352159468,bpic2011_f1,DSigmoid,SmoothL1
15,191.0,0.9491694352159468,bpic2011_f1,DSigmoid,SmoothL1
16,191.0,0.9499446290143964,bpic2011_f1,DSigmoid,SmoothL1
17,190.0,0.9516994633273702,bpic2011_f1,DSigmoid,SmoothL1
18,190.0,0.9531529516994632,bpic2011_f1,DSigmoid,SmoothL1
19,189.0,0.9539592760180996,bpic2011_f1,DSigmoid,SmoothL1
20,187.0,0.9536332179930797,bpic2011_f1,DSigmoid,SmoothL1
21,185.0,0.9528235294117648,bpic2011_f1,DSigmoid,SmoothL1
22,179.0,0.9553884711779448,bpic2011_f1,DSigmoid,SmoothL1
23,176.0,0.9583333333333331,bpic2011_f1,DSigmoid,SmoothL1
24,173.0,0.9624130551096844,bpic2011_f1,DSigmoid,SmoothL1
25,155.0,0.9562374245472838,bpic2011_f1,DSigmoid,SmoothL1
26,134.0,0.9635714285714284,bpic2011_f1,DSigmoid,SmoothL1
27,112.0,0.9700872455338596,bpic2011_f1,DSigmoid,SmoothL1
28,106.0,0.9664634146341464,bpic2011_f1,DSigmoid,SmoothL1
29,97.0,0.9714506172839504,bpic2011_f1,DSigmoid,SmoothL1
30,92.0,0.9584736251402918,bpic2011_f1,DSigmoid,SmoothL1
31,90.0,0.9575,bpic2011_f1,DSigmoid,SmoothL1
32,86.0,0.9624819624819624,bpic2011_f1,DSigmoid,SmoothL1
33,86.0,0.9624819624819624,bpic2011_f1,DSigmoid,SmoothL1
34,83.0,0.9548872180451128,bpic2011_f1,DSigmoid,SmoothL1
35,81.0,0.936842105263158,bpic2011_f1,DSigmoid,SmoothL1
36,79.0,0.9459459459459458,bpic2011_f1,DSigmoid,SmoothL1
1,228.0,0.4099915195435973,bpic2011_f1,Gauss,BCE
2,225.0,0.4170758751782036,bpic2011_f1,Gauss,BCE
3,216.0,0.3977964503129554,bpic2011_f1,Gauss,BCE
4,211.0,0.4327372393961179,bpic2011_f1,Gauss,BCE
5,205.0,0.4287621590692352,bpic2011_f1,Gauss,BCE
6,199.0,0.4288399024786671,bpic2011_f1,Gauss,BCE
7,198.0,0.4003794093519278,bpic2011_f1,Gauss,BCE
8,196.0,0.4356394129979035,bpic2011_f1,Gauss,BCE
9,195.0,0.4840211640211639,bpic2011_f1,Gauss,BCE
10,195.0,0.5013227513227513,bpic2011_f1,Gauss,BCE
11,193.0,0.5016774891774891,bpic2011_f1,Gauss,BCE
12,193.0,0.4709415584415584,bpic2011_f1,Gauss,BCE
13,192.0,0.4845648604269293,bpic2011_f1,Gauss,BCE
14,191.0,0.5060354374307863,bpic2011_f1,Gauss,BCE
15,191.0,0.4761351052048726,bpic2011_f1,Gauss,BCE
16,191.0,0.4800664451827242,bpic2011_f1,Gauss,BCE
17,190.0,0.4798747763864043,bpic2011_f1,Gauss,BCE
18,190.0,0.4901610017889087,bpic2011_f1,Gauss,BCE
19,189.0,0.491685520361991,bpic2011_f1,Gauss,BCE
20,187.0,0.4749134948096886,bpic2011_f1,Gauss,BCE
21,185.0,0.4957647058823529,bpic2011_f1,Gauss,BCE
22,179.0,0.5005639097744361,bpic2011_f1,Gauss,BCE
23,176.0,0.488871635610766,bpic2011_f1,Gauss,BCE
24,173.0,0.4951177100053504,bpic2011_f1,Gauss,BCE
25,155.0,0.5098088531187122,bpic2011_f1,Gauss,BCE
26,134.0,0.5020238095238095,bpic2011_f1,Gauss,BCE
27,112.0,0.5324054840049854,bpic2011_f1,Gauss,BCE
28,106.0,0.5233739837398375,bpic2011_f1,Gauss,BCE
29,97.0,0.4367283950617283,bpic2011_f1,Gauss,BCE
30,92.0,0.3389450056116723,bpic2011_f1,Gauss,BCE
31,90.0,0.4518749999999999,bpic2011_f1,Gauss,BCE
32,86.0,0.4545454545454546,bpic2011_f1,Gauss,BCE
33,86.0,0.6089466089466089,bpic2011_f1,Gauss,BCE
34,83.0,0.5,bpic2011_f1,Gauss,BCE
35,81.0,0.7394736842105263,bpic2011_f1,Gauss,BCE
36,79.0,0.6081081081081081,bpic2011_f1,Gauss,BCE
1,228.0,0.9114177781204226,bpic2011_f1,Gauss,CrossEntropy
2,225.0,0.9139078092824332,bpic2011_f1,Gauss,CrossEntropy
3,216.0,0.9172597101946326,bpic2011_f1,Gauss,CrossEntropy
4,211.0,0.9137311286843997,bpic2011_f1,Gauss,CrossEntropy
5,205.0,0.9177951554453556,bpic2011_f1,Gauss,CrossEntropy
6,199.0,0.9123323852092646,bpic2011_f1,Gauss,CrossEntropy
7,198.0,0.9130434782608696,bpic2011_f1,Gauss,CrossEntropy
8,196.0,0.9420335429769392,bpic2011_f1,Gauss,CrossEntropy
9,195.0,0.968253968253968,bpic2011_f1,Gauss,CrossEntropy
10,195.0,0.9730158730158728,bpic2011_f1,Gauss,CrossEntropy
11,193.0,0.9777056277056276,bpic2011_f1,Gauss,CrossEntropy
12,193.0,0.9794372294372292,bpic2011_f1,Gauss,CrossEntropy
13,192.0,0.9832512315270936,bpic2011_f1,Gauss,CrossEntropy
14,191.0,0.9871539313399778,bpic2011_f1,Gauss,CrossEntropy
15,191.0,0.9871539313399778,bpic2011_f1,Gauss,CrossEntropy
16,191.0,0.9897009966777408,bpic2011_f1,Gauss,CrossEntropy
17,190.0,0.9896019677996422,bpic2011_f1,Gauss,CrossEntropy
18,190.0,0.9926207513416816,bpic2011_f1,Gauss,CrossEntropy
19,189.0,0.9933257918552036,bpic2011_f1,Gauss,CrossEntropy
20,187.0,0.993194925028835,bpic2011_f1,Gauss,CrossEntropy
21,185.0,0.9930588235294118,bpic2011_f1,Gauss,CrossEntropy
22,179.0,0.993483709273183,bpic2011_f1,Gauss,CrossEntropy
23,176.0,0.9932712215320912,bpic2011_f1,Gauss,CrossEntropy
24,173.0,0.9969234884965222,bpic2011_f1,Gauss,CrossEntropy
25,155.0,0.9961435278336688,bpic2011_f1,Gauss,CrossEntropy
26,134.0,0.9952380952380953,bpic2011_f1,Gauss,CrossEntropy
27,112.0,0.9929372663066058,bpic2011_f1,Gauss,CrossEntropy
28,106.0,0.9928861788617886,bpic2011_f1,Gauss,CrossEntropy
29,97.0,0.9915123456790124,bpic2011_f1,Gauss,CrossEntropy
30,92.0,0.9876543209876544,bpic2011_f1,Gauss,CrossEntropy
31,90.0,0.9875,bpic2011_f1,Gauss,CrossEntropy
32,86.0,0.9898989898989898,bpic2011_f1,Gauss,CrossEntropy
33,86.0,0.9898989898989898,bpic2011_f1,Gauss,CrossEntropy
34,83.0,0.986842105263158,bpic2011_f1,Gauss,CrossEntropy
35,81.0,0.9815789473684212,bpic2011_f1,Gauss,CrossEntropy
36,79.0,0.981081081081081,bpic2011_f1,Gauss,CrossEntropy
1,228.0,0.911186492945802,bpic2011_f1,Gauss,L1
2,225.0,0.9136702043402504,bpic2011_f1,Gauss,L1
3,216.0,0.9158021092343308,bpic2011_f1,Gauss,L1
4,211.0,0.9122034507548528,bpic2011_f1,Gauss,L1
5,205.0,0.9160785809650964,bpic2011_f1,Gauss,L1
6,199.0,0.9106054449410808,bpic2011_f1,Gauss,L1
7,198.0,0.9113002461033634,bpic2011_f1,Gauss,L1
8,196.0,0.9409853249475892,bpic2011_f1,Gauss,L1
9,195.0,0.9674074074074074,bpic2011_f1,Gauss,L1
10,195.0,0.9721693121693122,bpic2011_f1,Gauss,L1
11,193.0,0.9768398268398268,bpic2011_f1,Gauss,L1
12,193.0,0.9784632034632036,bpic2011_f1,Gauss,L1
13,192.0,0.9825944170771757,bpic2011_f1,Gauss,L1
14,191.0,0.9866002214839424,bpic2011_f1,Gauss,L1
15,191.0,0.9868217054263566,bpic2011_f1,Gauss,L1
16,191.0,0.9894795127353266,bpic2011_f1,Gauss,L1
17,190.0,0.9893783542039356,bpic2011_f1,Gauss,L1
18,190.0,0.9925089445438284,bpic2011_f1,Gauss,L1
19,189.0,0.993212669683258,bpic2011_f1,Gauss,L1
20,187.0,0.9930795847750864,bpic2011_f1,Gauss,L1
21,185.0,0.9929411764705882,bpic2011_f1,Gauss,L1
22,179.0,0.993358395989975,bpic2011_f1,Gauss,L1
23,176.0,0.9931418219461698,bpic2011_f1,Gauss,L1
24,173.0,0.997191011235955,bpic2011_f1,Gauss,L1
25,155.0,0.9964788732394366,bpic2011_f1,Gauss,L1
26,134.0,0.9957142857142858,bpic2011_f1,Gauss,L1
27,112.0,0.9937681761528874,bpic2011_f1,Gauss,L1
28,106.0,0.9933943089430894,bpic2011_f1,Gauss,L1
29,97.0,0.992283950617284,bpic2011_f1,Gauss,L1
30,92.0,0.9887766554433222,bpic2011_f1,Gauss,L1
31,90.0,0.98875,bpic2011_f1,Gauss,L1
32,86.0,0.9913419913419912,bpic2011_f1,Gauss,L1
33,86.0,0.9913419913419912,bpic2011_f1,Gauss,L1
34,83.0,0.9887218045112782,bpic2011_f1,Gauss,L1
35,81.0,0.9842105263157894,bpic2011_f1,Gauss,L1
36,79.0,0.9837837837837836,bpic2011_f1,Gauss,L1
1,228.0,0.9178937630097912,bpic2011_f1,Gauss,SmoothL1
2,225.0,0.9194519246000316,bpic2011_f1,Gauss,SmoothL1
3,216.0,0.9140872845751522,bpic2011_f1,Gauss,SmoothL1
4,211.0,0.9110352264557872,bpic2011_f1,Gauss,SmoothL1
5,205.0,0.9066374213236696,bpic2011_f1,Gauss,SmoothL1
6,199.0,0.9015644047135312,bpic2011_f1,Gauss,SmoothL1
7,198.0,0.9095570139458572,bpic2011_f1,Gauss,SmoothL1
8,196.0,0.907861635220126,bpic2011_f1,Gauss,SmoothL1
9,195.0,0.9164021164021164,bpic2011_f1,Gauss,SmoothL1
10,195.0,0.9164021164021164,bpic2011_f1,Gauss,SmoothL1
11,193.0,0.9356060606060606,bpic2011_f1,Gauss,SmoothL1
12,193.0,0.9356060606060606,bpic2011_f1,Gauss,SmoothL1
13,192.0,0.9448275862068966,bpic2011_f1,Gauss,SmoothL1
14,191.0,0.9548172757475084,bpic2011_f1,Gauss,SmoothL1
15,191.0,0.9548172757475084,bpic2011_f1,Gauss,SmoothL1
16,191.0,0.9548172757475084,bpic2011_f1,Gauss,SmoothL1
17,190.0,0.9546064400715564,bpic2011_f1,Gauss,SmoothL1
18,190.0,0.9546064400715564,bpic2011_f1,Gauss,SmoothL1
19,189.0,0.9648190045248868,bpic2011_f1,Gauss,SmoothL1
20,187.0,0.9641291810841984,bpic2011_f1,Gauss,SmoothL1
21,185.0,0.9634117647058824,bpic2011_f1,Gauss,SmoothL1
22,179.0,0.9719298245614034,bpic2011_f1,Gauss,SmoothL1
23,176.0,0.9710144927536232,bpic2011_f1,Gauss,SmoothL1
24,173.0,0.9700374531835204,bpic2011_f1,Gauss,SmoothL1
25,155.0,0.9624413145539904,bpic2011_f1,Gauss,SmoothL1
26,134.0,0.9466666666666668,bpic2011_f1,Gauss,SmoothL1
27,112.0,0.9268799335272124,bpic2011_f1,Gauss,SmoothL1
28,106.0,0.9258130081300812,bpic2011_f1,Gauss,SmoothL1
29,97.0,0.9120370370370372,bpic2011_f1,Gauss,SmoothL1
30,92.0,0.8945005611672279,bpic2011_f1,Gauss,SmoothL1
31,90.0,0.90375,bpic2011_f1,Gauss,SmoothL1
32,86.0,0.9292929292929294,bpic2011_f1,Gauss,SmoothL1
33,86.0,0.9292929292929294,bpic2011_f1,Gauss,SmoothL1
34,83.0,0.9323308270676692,bpic2011_f1,Gauss,SmoothL1
35,81.0,0.9315789473684212,bpic2011_f1,Gauss,SmoothL1
36,79.0,0.9378378378378378,bpic2011_f1,Gauss,SmoothL1
1,228.0,0.4782977411147945,bpic2011_f1,Sigmoid,BCE
2,225.0,0.4817044194519245,bpic2011_f1,Sigmoid,BCE
3,216.0,0.4533138986538626,bpic2011_f1,Sigmoid,BCE
4,211.0,0.4323777857656362,bpic2011_f1,Sigmoid,BCE
5,205.0,0.4151726111005149,bpic2011_f1,Sigmoid,BCE
6,199.0,0.3939963429500203,bpic2011_f1,Sigmoid,BCE
7,198.0,0.3905352748154225,bpic2011_f1,Sigmoid,BCE
