LENGHT,NUMBEROFSAMPLES,ROC_AUC_SCORE,DatasetName,MemberFunction,LossFunction,Realistic
1,228.0,0.5,bpic2011_f1,Bell,BCE,Random
2,225.0,0.5,bpic2011_f1,Bell,BCE,Random
3,216.0,0.5,bpic2011_f1,Bell,BCE,Random
4,211.0,0.5,bpic2011_f1,Bell,BCE,Random
5,205.0,0.5,bpic2011_f1,Bell,BCE,Random
6,199.0,0.5,bpic2011_f1,Bell,BCE,Random
7,198.0,0.5,bpic2011_f1,Bell,BCE,Random
8,196.0,0.5,bpic2011_f1,Bell,BCE,Random
9,195.0,0.5,bpic2011_f1,Bell,BCE,Random
10,195.0,0.5,bpic2011_f1,Bell,BCE,Random
11,193.0,0.5,bpic2011_f1,Bell,BCE,Random
12,193.0,0.5,bpic2011_f1,Bell,BCE,Random
13,192.0,0.5,bpic2011_f1,Bell,BCE,Random
14,191.0,0.5,bpic2011_f1,Bell,BCE,Random
15,191.0,0.5,bpic2011_f1,Bell,BCE,Random
16,191.0,0.5,bpic2011_f1,Bell,BCE,Random
17,190.0,0.5,bpic2011_f1,Bell,BCE,Random
18,190.0,0.5,bpic2011_f1,Bell,BCE,Random
19,189.0,0.5,bpic2011_f1,Bell,BCE,Random
20,187.0,0.5,bpic2011_f1,Bell,BCE,Random
21,185.0,0.5,bpic2011_f1,Bell,BCE,Random
22,179.0,0.5,bpic2011_f1,Bell,BCE,Random
23,176.0,0.5,bpic2011_f1,Bell,BCE,Random
24,173.0,0.5,bpic2011_f1,Bell,BCE,Random
25,155.0,0.5,bpic2011_f1,Bell,BCE,Random
26,134.0,0.5,bpic2011_f1,Bell,BCE,Random
27,112.0,0.5,bpic2011_f1,Bell,BCE,Random
28,106.0,0.5,bpic2011_f1,Bell,BCE,Random
29,97.0,0.5,bpic2011_f1,Bell,BCE,Random
30,92.0,0.5,bpic2011_f1,Bell,BCE,Random
31,90.0,0.5,bpic2011_f1,Bell,BCE,Random
32,86.0,0.5,bpic2011_f1,Bell,BCE,Random
33,86.0,0.5,bpic2011_f1,Bell,BCE,Random
34,83.0,0.5,bpic2011_f1,Bell,BCE,Random
35,81.0,0.5,bpic2011_f1,Bell,BCE,Random
36,79.0,0.5,bpic2011_f1,Bell,BCE,Random
1,228.0,0.8943026751985198,bpic2011_f1,Bell,CrossEntropy,Trained
2,225.0,0.9007603358149848,bpic2011_f1,Bell,CrossEntropy,Trained
3,216.0,0.9031124067564092,bpic2011_f1,Bell,CrossEntropy,Trained
4,211.0,0.8988138030194104,bpic2011_f1,Bell,CrossEntropy,Trained
5,205.0,0.901964524127408,bpic2011_f1,Bell,CrossEntropy,Trained
6,199.0,0.8956724908573751,bpic2011_f1,Bell,CrossEntropy,Trained
7,198.0,0.8978671041837573,bpic2011_f1,Bell,CrossEntropy,Trained
8,196.0,0.9374213836477988,bpic2011_f1,Bell,CrossEntropy,Trained
9,195.0,0.965925925925926,bpic2011_f1,Bell,CrossEntropy,Trained
10,195.0,0.9708994708994708,bpic2011_f1,Bell,CrossEntropy,Trained
11,193.0,0.9753246753246751,bpic2011_f1,Bell,CrossEntropy,Trained
12,193.0,0.976948051948052,bpic2011_f1,Bell,CrossEntropy,Trained
13,192.0,0.9811713191023536,bpic2011_f1,Bell,CrossEntropy,Trained
14,191.0,0.9846068660022148,bpic2011_f1,Bell,CrossEntropy,Trained
15,191.0,0.9846068660022148,bpic2011_f1,Bell,CrossEntropy,Trained
16,191.0,0.987153931339978,bpic2011_f1,Bell,CrossEntropy,Trained
17,190.0,0.987030411449016,bpic2011_f1,Bell,CrossEntropy,Trained
18,190.0,0.9903846153846154,bpic2011_f1,Bell,CrossEntropy,Trained
19,189.0,0.9911764705882352,bpic2011_f1,Bell,CrossEntropy,Trained
20,187.0,0.9910034602076124,bpic2011_f1,Bell,CrossEntropy,Trained
21,185.0,0.9908235294117648,bpic2011_f1,Bell,CrossEntropy,Trained
22,179.0,0.9909774436090224,bpic2011_f1,Bell,CrossEntropy,Trained
23,176.0,0.9906832298136644,bpic2011_f1,Bell,CrossEntropy,Trained
24,173.0,0.9954521134296416,bpic2011_f1,Bell,CrossEntropy,Trained
25,155.0,0.9942991281019452,bpic2011_f1,Bell,CrossEntropy,Trained
26,134.0,0.9952380952380953,bpic2011_f1,Bell,CrossEntropy,Trained
27,112.0,0.9929372663066058,bpic2011_f1,Bell,CrossEntropy,Trained
28,106.0,0.9928861788617886,bpic2011_f1,Bell,CrossEntropy,Trained
29,97.0,0.9915123456790124,bpic2011_f1,Bell,CrossEntropy,Trained
30,92.0,0.9876543209876544,bpic2011_f1,Bell,CrossEntropy,Trained
31,90.0,0.9875,bpic2011_f1,Bell,CrossEntropy,Trained
32,86.0,0.9898989898989898,bpic2011_f1,Bell,CrossEntropy,Trained
33,86.0,0.9898989898989898,bpic2011_f1,Bell,CrossEntropy,Trained
34,83.0,0.986842105263158,bpic2011_f1,Bell,CrossEntropy,Trained
35,81.0,0.9815789473684212,bpic2011_f1,Bell,CrossEntropy,Trained
36,79.0,0.981081081081081,bpic2011_f1,Bell,CrossEntropy,Trained
1,228.0,0.5,bpic2011_f1,Bell,L1,Random
2,225.0,0.5,bpic2011_f1,Bell,L1,Random
3,216.0,0.5,bpic2011_f1,Bell,L1,Random
4,211.0,0.5,bpic2011_f1,Bell,L1,Random
5,205.0,0.5,bpic2011_f1,Bell,L1,Random
6,199.0,0.5,bpic2011_f1,Bell,L1,Random
7,198.0,0.5,bpic2011_f1,Bell,L1,Random
8,196.0,0.5,bpic2011_f1,Bell,L1,Random
9,195.0,0.5,bpic2011_f1,Bell,L1,Random
10,195.0,0.5,bpic2011_f1,Bell,L1,Random
11,193.0,0.5,bpic2011_f1,Bell,L1,Random
12,193.0,0.5,bpic2011_f1,Bell,L1,Random
13,192.0,0.5,bpic2011_f1,Bell,L1,Random
14,191.0,0.5,bpic2011_f1,Bell,L1,Random
15,191.0,0.5,bpic2011_f1,Bell,L1,Random
16,191.0,0.5,bpic2011_f1,Bell,L1,Random
17,190.0,0.5,bpic2011_f1,Bell,L1,Random
18,190.0,0.5,bpic2011_f1,Bell,L1,Random
19,189.0,0.5,bpic2011_f1,Bell,L1,Random
20,187.0,0.5,bpic2011_f1,Bell,L1,Random
21,185.0,0.5,bpic2011_f1,Bell,L1,Random
22,179.0,0.5,bpic2011_f1,Bell,L1,Random
23,176.0,0.5,bpic2011_f1,Bell,L1,Random
24,173.0,0.5,bpic2011_f1,Bell,L1,Random
25,155.0,0.5,bpic2011_f1,Bell,L1,Random
26,134.0,0.5,bpic2011_f1,Bell,L1,Random
27,112.0,0.5,bpic2011_f1,Bell,L1,Random
28,106.0,0.5,bpic2011_f1,Bell,L1,Random
29,97.0,0.5,bpic2011_f1,Bell,L1,Random
30,92.0,0.5,bpic2011_f1,Bell,L1,Random
31,90.0,0.5,bpic2011_f1,Bell,L1,Random
32,86.0,0.5,bpic2011_f1,Bell,L1,Random
33,86.0,0.5,bpic2011_f1,Bell,L1,Random
34,83.0,0.5,bpic2011_f1,Bell,L1,Random
35,81.0,0.5,bpic2011_f1,Bell,L1,Random
36,79.0,0.5,bpic2011_f1,Bell,L1,Random
1,228.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
2,225.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
3,216.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
4,211.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
5,205.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
6,199.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
7,198.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
8,196.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
9,195.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
10,195.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
11,193.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
12,193.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
13,192.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
14,191.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
15,191.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
16,191.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
17,190.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
18,190.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
19,189.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
20,187.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
21,185.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
22,179.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
23,176.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
24,173.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
25,155.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
26,134.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
27,112.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
28,106.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
29,97.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
30,92.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
31,90.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
32,86.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
33,86.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
34,83.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
35,81.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
36,79.0,0.5,bpic2011_f1,Bell,SmoothL1,Random
1,228.0,0.89453396037314,bpic2011_f1,DSigmoid,CrossEntropy,Trained
2,225.0,0.896325043560906,bpic2011_f1,DSigmoid,CrossEntropy,Trained
3,216.0,0.8889651033181857,bpic2011_f1,DSigmoid,CrossEntropy,Trained
4,211.0,0.884705248023005,bpic2011_f1,DSigmoid,CrossEntropy,Trained
5,205.0,0.8788861338928095,bpic2011_f1,DSigmoid,CrossEntropy,Trained
6,199.0,0.8721048354327509,bpic2011_f1,DSigmoid,CrossEntropy,Trained
7,198.0,0.8777686628383922,bpic2011_f1,DSigmoid,CrossEntropy,Trained
8,196.0,0.8756813417190774,bpic2011_f1,DSigmoid,CrossEntropy,Trained
9,195.0,0.8835978835978836,bpic2011_f1,DSigmoid,CrossEntropy,Trained
10,195.0,0.8838095238095238,bpic2011_f1,DSigmoid,CrossEntropy,Trained
11,193.0,0.8906926406926408,bpic2011_f1,DSigmoid,CrossEntropy,Trained
12,193.0,0.8906926406926408,bpic2011_f1,DSigmoid,CrossEntropy,Trained
13,192.0,0.8939244663382595,bpic2011_f1,DSigmoid,CrossEntropy,Trained
14,191.0,0.9000000000000001,bpic2011_f1,DSigmoid,CrossEntropy,Trained
15,191.0,0.9000000000000001,bpic2011_f1,DSigmoid,CrossEntropy,Trained
16,191.0,0.9000000000000001,bpic2011_f1,DSigmoid,CrossEntropy,Trained
17,190.0,0.9008273703041144,bpic2011_f1,DSigmoid,CrossEntropy,Trained
18,190.0,0.9008273703041144,bpic2011_f1,DSigmoid,CrossEntropy,Trained
19,189.0,0.9062217194570136,bpic2011_f1,DSigmoid,CrossEntropy,Trained
20,187.0,0.9077277970011536,bpic2011_f1,DSigmoid,CrossEntropy,Trained
21,185.0,0.9076470588235296,bpic2011_f1,DSigmoid,CrossEntropy,Trained
22,179.0,0.9144110275689225,bpic2011_f1,DSigmoid,CrossEntropy,Trained
23,176.0,0.9173136645962732,bpic2011_f1,DSigmoid,CrossEntropy,Trained
24,173.0,0.9178705189941144,bpic2011_f1,DSigmoid,CrossEntropy,Trained
25,155.0,0.9138162307176392,bpic2011_f1,DSigmoid,CrossEntropy,Trained
26,134.0,0.9164285714285716,bpic2011_f1,DSigmoid,CrossEntropy,Trained
27,112.0,0.9135853759867054,bpic2011_f1,DSigmoid,CrossEntropy,Trained
28,106.0,0.9181910569105692,bpic2011_f1,DSigmoid,CrossEntropy,Trained
29,97.0,0.9151234567901234,bpic2011_f1,DSigmoid,CrossEntropy,Trained
30,92.0,0.898989898989899,bpic2011_f1,DSigmoid,CrossEntropy,Trained
31,90.0,0.90375,bpic2011_f1,DSigmoid,CrossEntropy,Trained
32,86.0,0.9292929292929292,bpic2011_f1,DSigmoid,CrossEntropy,Trained
33,86.0,0.9292929292929292,bpic2011_f1,DSigmoid,CrossEntropy,Trained
34,83.0,0.924812030075188,bpic2011_f1,DSigmoid,CrossEntropy,Trained
35,81.0,0.8973684210526316,bpic2011_f1,DSigmoid,CrossEntropy,Trained
36,79.0,0.9216216216216216,bpic2011_f1,DSigmoid,CrossEntropy,Trained
1,228.0,0.5,bpic2011_f1,DSigmoid,L1,Random
2,225.0,0.5,bpic2011_f1,DSigmoid,L1,Random
3,216.0,0.5,bpic2011_f1,DSigmoid,L1,Random
4,211.0,0.5,bpic2011_f1,DSigmoid,L1,Random
5,205.0,0.5,bpic2011_f1,DSigmoid,L1,Random
6,199.0,0.5,bpic2011_f1,DSigmoid,L1,Random
7,198.0,0.5,bpic2011_f1,DSigmoid,L1,Random
8,196.0,0.5,bpic2011_f1,DSigmoid,L1,Random
9,195.0,0.5,bpic2011_f1,DSigmoid,L1,Random
10,195.0,0.5,bpic2011_f1,DSigmoid,L1,Random
11,193.0,0.5,bpic2011_f1,DSigmoid,L1,Random
12,193.0,0.5,bpic2011_f1,DSigmoid,L1,Random
13,192.0,0.5,bpic2011_f1,DSigmoid,L1,Random
14,191.0,0.5,bpic2011_f1,DSigmoid,L1,Random
15,191.0,0.5,bpic2011_f1,DSigmoid,L1,Random
16,191.0,0.5,bpic2011_f1,DSigmoid,L1,Random
17,190.0,0.5,bpic2011_f1,DSigmoid,L1,Random
18,190.0,0.5,bpic2011_f1,DSigmoid,L1,Random
19,189.0,0.5,bpic2011_f1,DSigmoid,L1,Random
20,187.0,0.5,bpic2011_f1,DSigmoid,L1,Random
21,185.0,0.5,bpic2011_f1,DSigmoid,L1,Random
22,179.0,0.5,bpic2011_f1,DSigmoid,L1,Random
23,176.0,0.5,bpic2011_f1,DSigmoid,L1,Random
24,173.0,0.5,bpic2011_f1,DSigmoid,L1,Random
25,155.0,0.5,bpic2011_f1,DSigmoid,L1,Random
26,134.0,0.5,bpic2011_f1,DSigmoid,L1,Random
27,112.0,0.5,bpic2011_f1,DSigmoid,L1,Random
28,106.0,0.5,bpic2011_f1,DSigmoid,L1,Random
29,97.0,0.5,bpic2011_f1,DSigmoid,L1,Random
30,92.0,0.5,bpic2011_f1,DSigmoid,L1,Random
31,90.0,0.5,bpic2011_f1,DSigmoid,L1,Random
32,86.0,0.5,bpic2011_f1,DSigmoid,L1,Random
33,86.0,0.5,bpic2011_f1,DSigmoid,L1,Random
34,83.0,0.5,bpic2011_f1,DSigmoid,L1,Random
35,81.0,0.5,bpic2011_f1,DSigmoid,L1,Random
36,79.0,0.5,bpic2011_f1,DSigmoid,L1,Random
1,228.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
2,225.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
3,216.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
4,211.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
5,205.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
6,199.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
7,198.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
8,196.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
9,195.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
10,195.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
11,193.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
12,193.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
13,192.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
14,191.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
15,191.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
16,191.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
17,190.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
18,190.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
19,189.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
20,187.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
21,185.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
22,179.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
23,176.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
24,173.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
25,155.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
26,134.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
27,112.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
28,106.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
29,97.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
30,92.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
31,90.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
32,86.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
33,86.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
34,83.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
35,81.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
36,79.0,0.5,bpic2011_f1,DSigmoid,SmoothL1,Random
1,228.0,0.5,bpic2011_f1,Gauss,BCE,Random
2,225.0,0.5,bpic2011_f1,Gauss,BCE,Random
3,216.0,0.5,bpic2011_f1,Gauss,BCE,Random
4,211.0,0.5,bpic2011_f1,Gauss,BCE,Random
5,205.0,0.5,bpic2011_f1,Gauss,BCE,Random
6,199.0,0.5,bpic2011_f1,Gauss,BCE,Random
7,198.0,0.5,bpic2011_f1,Gauss,BCE,Random
8,196.0,0.5,bpic2011_f1,Gauss,BCE,Random
9,195.0,0.5,bpic2011_f1,Gauss,BCE,Random
10,195.0,0.5,bpic2011_f1,Gauss,BCE,Random
11,193.0,0.5,bpic2011_f1,Gauss,BCE,Random
12,193.0,0.5,bpic2011_f1,Gauss,BCE,Random
13,192.0,0.5,bpic2011_f1,Gauss,BCE,Random
14,191.0,0.5,bpic2011_f1,Gauss,BCE,Random
15,191.0,0.5,bpic2011_f1,Gauss,BCE,Random
16,191.0,0.5,bpic2011_f1,Gauss,BCE,Random
17,190.0,0.5,bpic2011_f1,Gauss,BCE,Random
18,190.0,0.5,bpic2011_f1,Gauss,BCE,Random
19,189.0,0.5,bpic2011_f1,Gauss,BCE,Random
20,187.0,0.5,bpic2011_f1,Gauss,BCE,Random
21,185.0,0.5,bpic2011_f1,Gauss,BCE,Random
22,179.0,0.5,bpic2011_f1,Gauss,BCE,Random
23,176.0,0.5,bpic2011_f1,Gauss,BCE,Random
24,173.0,0.5,bpic2011_f1,Gauss,BCE,Random
25,155.0,0.5,bpic2011_f1,Gauss,BCE,Random
26,134.0,0.5,bpic2011_f1,Gauss,BCE,Random
27,112.0,0.5,bpic2011_f1,Gauss,BCE,Random
28,106.0,0.5,bpic2011_f1,Gauss,BCE,Random
29,97.0,0.5,bpic2011_f1,Gauss,BCE,Random
30,92.0,0.5,bpic2011_f1,Gauss,BCE,Random
31,90.0,0.5,bpic2011_f1,Gauss,BCE,Random
32,86.0,0.5,bpic2011_f1,Gauss,BCE,Random
33,86.0,0.5,bpic2011_f1,Gauss,BCE,Random
34,83.0,0.5,bpic2011_f1,Gauss,BCE,Random
35,81.0,0.5,bpic2011_f1,Gauss,BCE,Random
36,79.0,0.5,bpic2011_f1,Gauss,BCE,Random
1,228.0,0.9114177781204226,bpic2011_f1,Gauss,CrossEntropy,Trained
2,225.0,0.9139078092824332,bpic2011_f1,Gauss,CrossEntropy,Trained
3,216.0,0.9172597101946326,bpic2011_f1,Gauss,CrossEntropy,Trained
4,211.0,0.9137311286843997,bpic2011_f1,Gauss,CrossEntropy,Trained
5,205.0,0.9177951554453556,bpic2011_f1,Gauss,CrossEntropy,Trained
6,199.0,0.9123323852092646,bpic2011_f1,Gauss,CrossEntropy,Trained
7,198.0,0.9130434782608696,bpic2011_f1,Gauss,CrossEntropy,Trained
8,196.0,0.9420335429769392,bpic2011_f1,Gauss,CrossEntropy,Trained
9,195.0,0.968253968253968,bpic2011_f1,Gauss,CrossEntropy,Trained
10,195.0,0.9730158730158728,bpic2011_f1,Gauss,CrossEntropy,Trained
11,193.0,0.9777056277056276,bpic2011_f1,Gauss,CrossEntropy,Trained
12,193.0,0.9794372294372292,bpic2011_f1,Gauss,CrossEntropy,Trained
13,192.0,0.9832512315270936,bpic2011_f1,Gauss,CrossEntropy,Trained
14,191.0,0.9871539313399778,bpic2011_f1,Gauss,CrossEntropy,Trained
15,191.0,0.9871539313399778,bpic2011_f1,Gauss,CrossEntropy,Trained
16,191.0,0.9897009966777408,bpic2011_f1,Gauss,CrossEntropy,Trained
17,190.0,0.9896019677996422,bpic2011_f1,Gauss,CrossEntropy,Trained
18,190.0,0.9926207513416816,bpic2011_f1,Gauss,CrossEntropy,Trained
19,189.0,0.9933257918552036,bpic2011_f1,Gauss,CrossEntropy,Trained
20,187.0,0.993194925028835,bpic2011_f1,Gauss,CrossEntropy,Trained
21,185.0,0.9930588235294118,bpic2011_f1,Gauss,CrossEntropy,Trained
22,179.0,0.993483709273183,bpic2011_f1,Gauss,CrossEntropy,Trained
23,176.0,0.9932712215320912,bpic2011_f1,Gauss,CrossEntropy,Trained
24,173.0,0.9969234884965222,bpic2011_f1,Gauss,CrossEntropy,Trained
25,155.0,0.9961435278336688,bpic2011_f1,Gauss,CrossEntropy,Trained
26,134.0,0.9952380952380953,bpic2011_f1,Gauss,CrossEntropy,Trained
27,112.0,0.9929372663066058,bpic2011_f1,Gauss,CrossEntropy,Trained
28,106.0,0.9928861788617886,bpic2011_f1,Gauss,CrossEntropy,Trained
29,97.0,0.9915123456790124,bpic2011_f1,Gauss,CrossEntropy,Trained
30,92.0,0.9876543209876544,bpic2011_f1,Gauss,CrossEntropy,Trained
31,90.0,0.9875,bpic2011_f1,Gauss,CrossEntropy,Trained
32,86.0,0.9898989898989898,bpic2011_f1,Gauss,CrossEntropy,Trained
33,86.0,0.9898989898989898,bpic2011_f1,Gauss,CrossEntropy,Trained
34,83.0,0.986842105263158,bpic2011_f1,Gauss,CrossEntropy,Trained
35,81.0,0.9815789473684212,bpic2011_f1,Gauss,CrossEntropy,Trained
36,79.0,0.981081081081081,bpic2011_f1,Gauss,CrossEntropy,Trained
1,228.0,0.5,bpic2011_f1,Gauss,L1,Random
2,225.0,0.5,bpic2011_f1,Gauss,L1,Random
3,216.0,0.5,bpic2011_f1,Gauss,L1,Random
4,211.0,0.5,bpic2011_f1,Gauss,L1,Random
5,205.0,0.5,bpic2011_f1,Gauss,L1,Random
6,199.0,0.5,bpic2011_f1,Gauss,L1,Random
7,198.0,0.5,bpic2011_f1,Gauss,L1,Random
8,196.0,0.5,bpic2011_f1,Gauss,L1,Random
9,195.0,0.5,bpic2011_f1,Gauss,L1,Random
10,195.0,0.5,bpic2011_f1,Gauss,L1,Random
11,193.0,0.5,bpic2011_f1,Gauss,L1,Random
12,193.0,0.5,bpic2011_f1,Gauss,L1,Random
13,192.0,0.5,bpic2011_f1,Gauss,L1,Random
14,191.0,0.5,bpic2011_f1,Gauss,L1,Random
15,191.0,0.5,bpic2011_f1,Gauss,L1,Random
16,191.0,0.5,bpic2011_f1,Gauss,L1,Random
17,190.0,0.5,bpic2011_f1,Gauss,L1,Random
18,190.0,0.5,bpic2011_f1,Gauss,L1,Random
19,189.0,0.5,bpic2011_f1,Gauss,L1,Random
20,187.0,0.5,bpic2011_f1,Gauss,L1,Random
21,185.0,0.5,bpic2011_f1,Gauss,L1,Random
22,179.0,0.5,bpic2011_f1,Gauss,L1,Random
23,176.0,0.5,bpic2011_f1,Gauss,L1,Random
24,173.0,0.5,bpic2011_f1,Gauss,L1,Random
25,155.0,0.5,bpic2011_f1,Gauss,L1,Random
26,134.0,0.5,bpic2011_f1,Gauss,L1,Random
27,112.0,0.5,bpic2011_f1,Gauss,L1,Random
28,106.0,0.5,bpic2011_f1,Gauss,L1,Random
29,97.0,0.5,bpic2011_f1,Gauss,L1,Random
30,92.0,0.5,bpic2011_f1,Gauss,L1,Random
31,90.0,0.5,bpic2011_f1,Gauss,L1,Random
32,86.0,0.5,bpic2011_f1,Gauss,L1,Random
33,86.0,0.5,bpic2011_f1,Gauss,L1,Random
34,83.0,0.5,bpic2011_f1,Gauss,L1,Random
35,81.0,0.5,bpic2011_f1,Gauss,L1,Random
36,79.0,0.5,bpic2011_f1,Gauss,L1,Random
1,228.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
2,225.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
3,216.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
4,211.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
5,205.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
6,199.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
7,198.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
8,196.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
9,195.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
10,195.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
11,193.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
12,193.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
13,192.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
14,191.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
15,191.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
16,191.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
17,190.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
18,190.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
19,189.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
20,187.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
21,185.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
22,179.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
23,176.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
24,173.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
25,155.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
26,134.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
27,112.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
28,106.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
29,97.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
30,92.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
31,90.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
32,86.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
33,86.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
34,83.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
35,81.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
36,79.0,0.5,bpic2011_f1,Gauss,SmoothL1,Random
1,228.0,0.5,bpic2011_f1,Sigmoid,BCE,Random
2,225.0,0.5,bpic2011_f1,Sigmoid,BCE,Random
3,216.0,0.5,bpic2011_f1,Sigmoid,BCE,Random
4,211.0,0.5,bpic2011_f1,Sigmoid,BCE,Random
5,205.0,0.5,bpic2011_f1,Sigmoid,BCE,Random
6,199.0,0.5,bpic2011_f1,Sigmoid,BCE,Random
7,198.0,0.5,bpic2011_f1,Sigmoid,BCE,Random
8,196.0,0.5,bpic2011_f1,Sigmoid,BCE,Random
9,195.0,0.5,bpic2011_f1,Sigmoid,BCE,Random
