LENGHT,NUMBEROFSAMPLES,ROC_AUC_SCORE,DatasetName,MemberFunction,LossFunction,Realistic
37,160.0,0.5454545454545454,bpic2011_f2,Triangular,CrossEntropy,Trained
38,159.0,0.5459183673469388,bpic2011_f2,Triangular,CrossEntropy,Trained
39,157.0,0.546875,bpic2011_f2,Triangular,CrossEntropy,Trained
40,157.0,0.546875,bpic2011_f2,Triangular,CrossEntropy,Trained
1,228.0,0.5,bpic2011_f2,Triangular,L1,Random
2,227.0,0.5,bpic2011_f2,Triangular,L1,Random
3,218.0,0.5,bpic2011_f2,Triangular,L1,Random
4,213.0,0.5,bpic2011_f2,Triangular,L1,Random
5,207.0,0.5,bpic2011_f2,Triangular,L1,Random
6,200.0,0.5,bpic2011_f2,Triangular,L1,Random
7,200.0,0.5,bpic2011_f2,Triangular,L1,Random
8,198.0,0.5,bpic2011_f2,Triangular,L1,Random
9,198.0,0.5,bpic2011_f2,Triangular,L1,Random
10,198.0,0.5,bpic2011_f2,Triangular,L1,Random
11,195.0,0.5,bpic2011_f2,Triangular,L1,Random
12,195.0,0.5,bpic2011_f2,Triangular,L1,Random
13,194.0,0.5,bpic2011_f2,Triangular,L1,Random
14,192.0,0.5,bpic2011_f2,Triangular,L1,Random
15,192.0,0.5,bpic2011_f2,Triangular,L1,Random
16,192.0,0.5,bpic2011_f2,Triangular,L1,Random
17,192.0,0.5,bpic2011_f2,Triangular,L1,Random
18,192.0,0.5,bpic2011_f2,Triangular,L1,Random
19,191.0,0.5,bpic2011_f2,Triangular,L1,Random
20,191.0,0.5,bpic2011_f2,Triangular,L1,Random
21,191.0,0.5,bpic2011_f2,Triangular,L1,Random
22,190.0,0.5,bpic2011_f2,Triangular,L1,Random
23,190.0,0.5,bpic2011_f2,Triangular,L1,Random
24,189.0,0.5,bpic2011_f2,Triangular,L1,Random
25,189.0,0.5,bpic2011_f2,Triangular,L1,Random
26,189.0,0.5,bpic2011_f2,Triangular,L1,Random
27,185.0,0.5,bpic2011_f2,Triangular,L1,Random
28,184.0,0.5,bpic2011_f2,Triangular,L1,Random
29,182.0,0.5,bpic2011_f2,Triangular,L1,Random
30,182.0,0.5,bpic2011_f2,Triangular,L1,Random
31,178.0,0.5,bpic2011_f2,Triangular,L1,Random
32,175.0,0.5,bpic2011_f2,Triangular,L1,Random
33,172.0,0.5,bpic2011_f2,Triangular,L1,Random
34,170.0,0.5,bpic2011_f2,Triangular,L1,Random
35,168.0,0.5,bpic2011_f2,Triangular,L1,Random
36,165.0,0.5,bpic2011_f2,Triangular,L1,Random
37,160.0,0.5,bpic2011_f2,Triangular,L1,Random
38,159.0,0.5,bpic2011_f2,Triangular,L1,Random
39,157.0,0.5,bpic2011_f2,Triangular,L1,Random
40,157.0,0.5,bpic2011_f2,Triangular,L1,Random
1,228.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
2,227.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
3,218.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
4,213.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
5,207.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
6,200.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
7,200.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
8,198.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
9,198.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
10,198.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
11,195.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
12,195.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
13,194.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
14,192.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
15,192.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
16,192.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
17,192.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
18,192.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
19,191.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
20,191.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
21,191.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
22,190.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
23,190.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
24,189.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
25,189.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
26,189.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
27,185.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
28,184.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
29,182.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
30,182.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
31,178.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
32,175.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
33,172.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
34,170.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
35,168.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
36,165.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
37,160.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
38,159.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
39,157.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
40,157.0,0.5,bpic2011_f2,Triangular,SmoothL1,Random
1,225.0,0.5,bpic2011_f3,Bell,BCE,Random
2,218.0,0.5,bpic2011_f3,Bell,BCE,Random
3,203.0,0.5,bpic2011_f3,Bell,BCE,Random
4,198.0,0.5,bpic2011_f3,Bell,BCE,Random
5,191.0,0.5,bpic2011_f3,Bell,BCE,Random
6,184.0,0.5,bpic2011_f3,Bell,BCE,Random
7,183.0,0.5,bpic2011_f3,Bell,BCE,Random
8,180.0,0.5,bpic2011_f3,Bell,BCE,Random
9,180.0,0.5,bpic2011_f3,Bell,BCE,Random
10,180.0,0.5,bpic2011_f3,Bell,BCE,Random
11,178.0,0.5,bpic2011_f3,Bell,BCE,Random
12,178.0,0.5,bpic2011_f3,Bell,BCE,Random
13,178.0,0.5,bpic2011_f3,Bell,BCE,Random
14,176.0,0.5,bpic2011_f3,Bell,BCE,Random
15,176.0,0.5,bpic2011_f3,Bell,BCE,Random
16,175.0,0.5,bpic2011_f3,Bell,BCE,Random
17,175.0,0.5,bpic2011_f3,Bell,BCE,Random
18,175.0,0.5,bpic2011_f3,Bell,BCE,Random
19,172.0,0.5,bpic2011_f3,Bell,BCE,Random
20,170.0,0.5,bpic2011_f3,Bell,BCE,Random
21,165.0,0.5,bpic2011_f3,Bell,BCE,Random
22,139.0,0.5,bpic2011_f3,Bell,BCE,Random
23,118.0,0.5,bpic2011_f3,Bell,BCE,Random
24,107.0,0.5,bpic2011_f3,Bell,BCE,Random
25,102.0,0.5,bpic2011_f3,Bell,BCE,Random
26,101.0,0.5,bpic2011_f3,Bell,BCE,Random
27,96.0,0.5,bpic2011_f3,Bell,BCE,Random
28,95.0,0.5,bpic2011_f3,Bell,BCE,Random
29,93.0,0.5,bpic2011_f3,Bell,BCE,Random
30,92.0,0.5,bpic2011_f3,Bell,BCE,Random
31,89.0,0.5,bpic2011_f3,Bell,BCE,Random
1,225.0,0.5,bpic2011_f3,Bell,L1,Random
2,218.0,0.5,bpic2011_f3,Bell,L1,Random
3,203.0,0.5,bpic2011_f3,Bell,L1,Random
4,198.0,0.5,bpic2011_f3,Bell,L1,Random
5,191.0,0.5,bpic2011_f3,Bell,L1,Random
6,184.0,0.5,bpic2011_f3,Bell,L1,Random
7,183.0,0.5,bpic2011_f3,Bell,L1,Random
8,180.0,0.5,bpic2011_f3,Bell,L1,Random
9,180.0,0.5,bpic2011_f3,Bell,L1,Random
10,180.0,0.5,bpic2011_f3,Bell,L1,Random
11,178.0,0.5,bpic2011_f3,Bell,L1,Random
12,178.0,0.5,bpic2011_f3,Bell,L1,Random
13,178.0,0.5,bpic2011_f3,Bell,L1,Random
14,176.0,0.5,bpic2011_f3,Bell,L1,Random
15,176.0,0.5,bpic2011_f3,Bell,L1,Random
16,175.0,0.5,bpic2011_f3,Bell,L1,Random
17,175.0,0.5,bpic2011_f3,Bell,L1,Random
18,175.0,0.5,bpic2011_f3,Bell,L1,Random
19,172.0,0.5,bpic2011_f3,Bell,L1,Random
20,170.0,0.5,bpic2011_f3,Bell,L1,Random
21,165.0,0.5,bpic2011_f3,Bell,L1,Random
22,139.0,0.5,bpic2011_f3,Bell,L1,Random
23,118.0,0.5,bpic2011_f3,Bell,L1,Random
24,107.0,0.5,bpic2011_f3,Bell,L1,Random
25,102.0,0.5,bpic2011_f3,Bell,L1,Random
26,101.0,0.5,bpic2011_f3,Bell,L1,Random
27,96.0,0.5,bpic2011_f3,Bell,L1,Random
28,95.0,0.5,bpic2011_f3,Bell,L1,Random
29,93.0,0.5,bpic2011_f3,Bell,L1,Random
30,92.0,0.5,bpic2011_f3,Bell,L1,Random
31,89.0,0.5,bpic2011_f3,Bell,L1,Random
1,225.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
2,218.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
3,203.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
4,198.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
5,191.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
6,184.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
7,183.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
8,180.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
9,180.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
10,180.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
11,178.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
12,178.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
13,178.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
14,176.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
15,176.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
16,175.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
17,175.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
18,175.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
19,172.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
20,170.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
21,165.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
22,139.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
23,118.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
24,107.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
25,102.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
26,101.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
27,96.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
28,95.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
29,93.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
30,92.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
31,89.0,0.5,bpic2011_f3,Bell,SmoothL1,Random
1,225.0,0.8380172413793103,bpic2011_f3,DSigmoid,CrossEntropy,Trained
2,218.0,0.8505600582824879,bpic2011_f3,DSigmoid,CrossEntropy,Trained
3,203.0,0.8873009391588403,bpic2011_f3,DSigmoid,CrossEntropy,Trained
4,198.0,0.9226678012977344,bpic2011_f3,DSigmoid,CrossEntropy,Trained
5,191.0,0.9372739602169982,bpic2011_f3,DSigmoid,CrossEntropy,Trained
6,184.0,0.9444243520192888,bpic2011_f3,DSigmoid,CrossEntropy,Trained
7,183.0,0.9510710808179164,bpic2011_f3,DSigmoid,CrossEntropy,Trained
8,180.0,0.9540042611856122,bpic2011_f3,DSigmoid,CrossEntropy,Trained
9,180.0,0.9588920917408196,bpic2011_f3,DSigmoid,CrossEntropy,Trained
10,180.0,0.9591427497180098,bpic2011_f3,DSigmoid,CrossEntropy,Trained
11,178.0,0.9575501853982866,bpic2011_f3,DSigmoid,CrossEntropy,Trained
12,178.0,0.9587009333844776,bpic2011_f3,DSigmoid,CrossEntropy,Trained
13,178.0,0.9530750543408772,bpic2011_f3,DSigmoid,CrossEntropy,Trained
14,176.0,0.9496280829962156,bpic2011_f3,DSigmoid,CrossEntropy,Trained
15,176.0,0.9436252120579408,bpic2011_f3,DSigmoid,CrossEntropy,Trained
16,175.0,0.9410520750726936,bpic2011_f3,DSigmoid,CrossEntropy,Trained
17,175.0,0.9385408406026964,bpic2011_f3,DSigmoid,CrossEntropy,Trained
18,175.0,0.9370869680148032,bpic2011_f3,DSigmoid,CrossEntropy,Trained
19,172.0,0.9427083333333334,bpic2011_f3,DSigmoid,CrossEntropy,Trained
20,170.0,0.9481981981981982,bpic2011_f3,DSigmoid,CrossEntropy,Trained
21,165.0,0.9486714975845412,bpic2011_f3,DSigmoid,CrossEntropy,Trained
22,139.0,0.9583732057416268,bpic2011_f3,DSigmoid,CrossEntropy,Trained
23,118.0,0.9450800915331808,bpic2011_f3,DSigmoid,CrossEntropy,Trained
24,107.0,0.9328968903436988,bpic2011_f3,DSigmoid,CrossEntropy,Trained
25,102.0,0.8856382978723405,bpic2011_f3,DSigmoid,CrossEntropy,Trained
26,101.0,0.8617021276595744,bpic2011_f3,DSigmoid,CrossEntropy,Trained
27,96.0,0.8722222222222222,bpic2011_f3,DSigmoid,CrossEntropy,Trained
28,95.0,0.8857677902621723,bpic2011_f3,DSigmoid,CrossEntropy,Trained
29,93.0,0.859090909090909,bpic2011_f3,DSigmoid,CrossEntropy,Trained
30,92.0,0.8153409090909092,bpic2011_f3,DSigmoid,CrossEntropy,Trained
31,89.0,0.7970588235294118,bpic2011_f3,DSigmoid,CrossEntropy,Trained
1,225.0,0.5,bpic2011_f3,DSigmoid,L1,Random
2,218.0,0.5,bpic2011_f3,DSigmoid,L1,Random
3,203.0,0.5,bpic2011_f3,DSigmoid,L1,Random
4,198.0,0.5,bpic2011_f3,DSigmoid,L1,Random
5,191.0,0.5,bpic2011_f3,DSigmoid,L1,Random
6,184.0,0.5,bpic2011_f3,DSigmoid,L1,Random
7,183.0,0.5,bpic2011_f3,DSigmoid,L1,Random
8,180.0,0.5,bpic2011_f3,DSigmoid,L1,Random
9,180.0,0.5,bpic2011_f3,DSigmoid,L1,Random
10,180.0,0.5,bpic2011_f3,DSigmoid,L1,Random
11,178.0,0.5,bpic2011_f3,DSigmoid,L1,Random
12,178.0,0.5,bpic2011_f3,DSigmoid,L1,Random
13,178.0,0.5,bpic2011_f3,DSigmoid,L1,Random
14,176.0,0.5,bpic2011_f3,DSigmoid,L1,Random
15,176.0,0.5,bpic2011_f3,DSigmoid,L1,Random
16,175.0,0.5,bpic2011_f3,DSigmoid,L1,Random
17,175.0,0.5,bpic2011_f3,DSigmoid,L1,Random
18,175.0,0.5,bpic2011_f3,DSigmoid,L1,Random
19,172.0,0.5,bpic2011_f3,DSigmoid,L1,Random
20,170.0,0.5,bpic2011_f3,DSigmoid,L1,Random
21,165.0,0.5,bpic2011_f3,DSigmoid,L1,Random
22,139.0,0.5,bpic2011_f3,DSigmoid,L1,Random
23,118.0,0.5,bpic2011_f3,DSigmoid,L1,Random
24,107.0,0.5,bpic2011_f3,DSigmoid,L1,Random
25,102.0,0.5,bpic2011_f3,DSigmoid,L1,Random
26,101.0,0.5,bpic2011_f3,DSigmoid,L1,Random
27,96.0,0.5,bpic2011_f3,DSigmoid,L1,Random
28,95.0,0.5,bpic2011_f3,DSigmoid,L1,Random
29,93.0,0.5,bpic2011_f3,DSigmoid,L1,Random
30,92.0,0.5,bpic2011_f3,DSigmoid,L1,Random
31,89.0,0.5,bpic2011_f3,DSigmoid,L1,Random
1,225.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
2,218.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
3,203.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
4,198.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
5,191.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
6,184.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
7,183.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
8,180.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
9,180.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
10,180.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
11,178.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
12,178.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
13,178.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
14,176.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
15,176.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
16,175.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
17,175.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
18,175.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
19,172.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
20,170.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
21,165.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
22,139.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
23,118.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
24,107.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
25,102.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
26,101.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
27,96.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
28,95.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
29,93.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
30,92.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
31,89.0,0.5,bpic2011_f3,DSigmoid,SmoothL1,Random
1,225.0,0.5,bpic2011_f3,Gauss,BCE,Random
2,218.0,0.5,bpic2011_f3,Gauss,BCE,Random
3,203.0,0.5,bpic2011_f3,Gauss,BCE,Random
4,198.0,0.5,bpic2011_f3,Gauss,BCE,Random
5,191.0,0.5,bpic2011_f3,Gauss,BCE,Random
6,184.0,0.5,bpic2011_f3,Gauss,BCE,Random
7,183.0,0.5,bpic2011_f3,Gauss,BCE,Random
8,180.0,0.5,bpic2011_f3,Gauss,BCE,Random
9,180.0,0.5,bpic2011_f3,Gauss,BCE,Random
10,180.0,0.5,bpic2011_f3,Gauss,BCE,Random
11,178.0,0.5,bpic2011_f3,Gauss,BCE,Random
12,178.0,0.5,bpic2011_f3,Gauss,BCE,Random
13,178.0,0.5,bpic2011_f3,Gauss,BCE,Random
14,176.0,0.5,bpic2011_f3,Gauss,BCE,Random
15,176.0,0.5,bpic2011_f3,Gauss,BCE,Random
16,175.0,0.5,bpic2011_f3,Gauss,BCE,Random
17,175.0,0.5,bpic2011_f3,Gauss,BCE,Random
18,175.0,0.5,bpic2011_f3,Gauss,BCE,Random
19,172.0,0.5,bpic2011_f3,Gauss,BCE,Random
20,170.0,0.5,bpic2011_f3,Gauss,BCE,Random
21,165.0,0.5,bpic2011_f3,Gauss,BCE,Random
22,139.0,0.5,bpic2011_f3,Gauss,BCE,Random
23,118.0,0.5,bpic2011_f3,Gauss,BCE,Random
24,107.0,0.5,bpic2011_f3,Gauss,BCE,Random
25,102.0,0.5,bpic2011_f3,Gauss,BCE,Random
26,101.0,0.5,bpic2011_f3,Gauss,BCE,Random
27,96.0,0.5,bpic2011_f3,Gauss,BCE,Random
28,95.0,0.5,bpic2011_f3,Gauss,BCE,Random
29,93.0,0.5,bpic2011_f3,Gauss,BCE,Random
30,92.0,0.5,bpic2011_f3,Gauss,BCE,Random
31,89.0,0.5,bpic2011_f3,Gauss,BCE,Random
1,225.0,0.9486206896551724,bpic2011_f3,Gauss,CrossEntropy,Trained
2,218.0,0.968582096348238,bpic2011_f3,Gauss,CrossEntropy,Trained
3,203.0,0.9766231114740712,bpic2011_f3,Gauss,CrossEntropy,Trained
4,198.0,0.985214338900117,bpic2011_f3,Gauss,CrossEntropy,Trained
5,191.0,0.988245931283906,bpic2011_f3,Gauss,CrossEntropy,Trained
6,184.0,0.9879445449065702,bpic2011_f3,Gauss,CrossEntropy,Trained
7,183.0,0.9873417721518988,bpic2011_f3,Gauss,CrossEntropy,Trained
8,180.0,0.9862138112545432,bpic2011_f3,Gauss,CrossEntropy,Trained
9,180.0,0.9865897982203284,bpic2011_f3,Gauss,CrossEntropy,Trained
10,180.0,0.9892217069808248,bpic2011_f3,Gauss,CrossEntropy,Trained
11,178.0,0.9910497378851808,bpic2011_f3,Gauss,CrossEntropy,Trained
12,178.0,0.992200485871372,bpic2011_f3,Gauss,CrossEntropy,Trained
13,178.0,0.9911775987725356,bpic2011_f3,Gauss,CrossEntropy,Trained
14,176.0,0.9924311627300012,bpic2011_f3,Gauss,CrossEntropy,Trained
15,176.0,0.990212710426726,bpic2011_f3,Gauss,CrossEntropy,Trained
16,175.0,0.9883690192968544,bpic2011_f3,Gauss,CrossEntropy,Trained
17,175.0,0.9873116574147502,bpic2011_f3,Gauss,CrossEntropy,Trained
18,175.0,0.9866508062384352,bpic2011_f3,Gauss,CrossEntropy,Trained
19,172.0,0.9876644736842104,bpic2011_f3,Gauss,CrossEntropy,Trained
20,170.0,0.9842342342342344,bpic2011_f3,Gauss,CrossEntropy,Trained
21,165.0,0.9802234299516908,bpic2011_f3,Gauss,CrossEntropy,Trained
22,139.0,0.979425837320574,bpic2011_f3,Gauss,CrossEntropy,Trained
23,118.0,0.9620137299771166,bpic2011_f3,Gauss,CrossEntropy,Trained
24,107.0,0.9623567921440264,bpic2011_f3,Gauss,CrossEntropy,Trained
25,102.0,0.9561170212765958,bpic2011_f3,Gauss,CrossEntropy,Trained
26,101.0,0.9513677811550152,bpic2011_f3,Gauss,CrossEntropy,Trained
27,96.0,0.9648148148148148,bpic2011_f3,Gauss,CrossEntropy,Trained
28,95.0,0.9662921348314606,bpic2011_f3,Gauss,CrossEntropy,Trained
29,93.0,0.9636363636363636,bpic2011_f3,Gauss,CrossEntropy,Trained
30,92.0,0.9573863636363636,bpic2011_f3,Gauss,CrossEntropy,Trained
31,89.0,0.976470588235294,bpic2011_f3,Gauss,CrossEntropy,Trained
1,225.0,0.5,bpic2011_f3,Gauss,L1,Random
2,218.0,0.5,bpic2011_f3,Gauss,L1,Random
3,203.0,0.5,bpic2011_f3,Gauss,L1,Random
4,198.0,0.5,bpic2011_f3,Gauss,L1,Random
5,191.0,0.5,bpic2011_f3,Gauss,L1,Random
6,184.0,0.5,bpic2011_f3,Gauss,L1,Random
7,183.0,0.5,bpic2011_f3,Gauss,L1,Random
8,180.0,0.5,bpic2011_f3,Gauss,L1,Random
9,180.0,0.5,bpic2011_f3,Gauss,L1,Random
10,180.0,0.5,bpic2011_f3,Gauss,L1,Random
11,178.0,0.5,bpic2011_f3,Gauss,L1,Random
12,178.0,0.5,bpic2011_f3,Gauss,L1,Random
13,178.0,0.5,bpic2011_f3,Gauss,L1,Random
14,176.0,0.5,bpic2011_f3,Gauss,L1,Random
15,176.0,0.5,bpic2011_f3,Gauss,L1,Random
16,175.0,0.5,bpic2011_f3,Gauss,L1,Random
17,175.0,0.5,bpic2011_f3,Gauss,L1,Random
18,175.0,0.5,bpic2011_f3,Gauss,L1,Random
19,172.0,0.5,bpic2011_f3,Gauss,L1,Random
20,170.0,0.5,bpic2011_f3,Gauss,L1,Random
21,165.0,0.5,bpic2011_f3,Gauss,L1,Random
22,139.0,0.5,bpic2011_f3,Gauss,L1,Random
23,118.0,0.5,bpic2011_f3,Gauss,L1,Random
24,107.0,0.5,bpic2011_f3,Gauss,L1,Random
25,102.0,0.5,bpic2011_f3,Gauss,L1,Random
26,101.0,0.5,bpic2011_f3,Gauss,L1,Random
27,96.0,0.5,bpic2011_f3,Gauss,L1,Random
28,95.0,0.5,bpic2011_f3,Gauss,L1,Random
29,93.0,0.5,bpic2011_f3,Gauss,L1,Random
30,92.0,0.5,bpic2011_f3,Gauss,L1,Random
31,89.0,0.5,bpic2011_f3,Gauss,L1,Random
1,225.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
2,218.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
3,203.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
4,198.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
5,191.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
6,184.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
7,183.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
8,180.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
9,180.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
10,180.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
11,178.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
12,178.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
13,178.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
14,176.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
15,176.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
16,175.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
17,175.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
18,175.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
19,172.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
20,170.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
21,165.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
22,139.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
23,118.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
24,107.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
25,102.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
26,101.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
27,96.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
28,95.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
29,93.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
30,92.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
31,89.0,0.5,bpic2011_f3,Gauss,SmoothL1,Random
1,225.0,0.9600862068965518,bpic2011_f3,Sigmoid,CrossEntropy,Trained
2,218.0,0.9608414534195427,bpic2011_f3,Sigmoid,CrossEntropy,Trained
3,203.0,0.9589628419763168,bpic2011_f3,Sigmoid,CrossEntropy,Trained
4,198.0,0.9661738112966706,bpic2011_f3,Sigmoid,CrossEntropy,Trained
5,191.0,0.966998191681736,bpic2011_f3,Sigmoid,CrossEntropy,Trained
6,184.0,0.961904761904762,bpic2011_f3,Sigmoid,CrossEntropy,Trained
7,183.0,0.9603213242453748,bpic2011_f3,Sigmoid,CrossEntropy,Trained
8,180.0,0.9540042611856122,bpic2011_f3,Sigmoid,CrossEntropy,Trained
9,180.0,0.9501190625391652,bpic2011_f3,Sigmoid,CrossEntropy,Trained
10,180.0,0.9478631407444542,bpic2011_f3,Sigmoid,CrossEntropy,Trained
11,178.0,0.956271576524741,bpic2011_f3,Sigmoid,CrossEntropy,Trained
12,178.0,0.9521800281293952,bpic2011_f3,Sigmoid,CrossEntropy,Trained
13,178.0,0.9457869837616673,bpic2011_f3,Sigmoid,CrossEntropy,Trained
14,176.0,0.9445386924181132,bpic2011_f3,Sigmoid,CrossEntropy,Trained
15,176.0,0.944930184001044,bpic2011_f3,Sigmoid,CrossEntropy,Trained
16,175.0,0.9443563309542692,bpic2011_f3,Sigmoid,CrossEntropy,Trained
