ROC_AUC_SCOREweighted,F1_SCOREweighted,Testsize,DatasetName,MemberFunction,LossFunction
0.4611678030898876,0.1949419099286328,0.9,1,Gauss,L1
0.4694070017221997,0.2283457986992093,0.8,1,Gauss,L1
0.5639308373997785,0.1677498697958687,0.6,1,Gauss,L1
0.4667053641611302,0.0512105511932854,0.4,1,Gauss,L1
0.5168249745055651,0.1763861051368705,0.19999999999999996,1,Gauss,L1
0.5337247331174482,0.1492376953837225,0.09999999999999998,1,Gauss,L1
